Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,iron
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 028,3/12/13,2/27/13,13,N,0.7,6.2,7.9,5,22,0.08,0.45,0.08,0.011,0.342,0.026,100.00%,100.00%,18,82,100.00%,1.7
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 033,3/12/13,2/27/13,,N,0.7,6.2,7.1,5,51,0.09,0.36,0.005,0.018,0.277,0.023,100.00%,100.00%,4,29,100.00%,1.79
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 054,3/12/13,2/27/13,,N,0.7,6.2,6.5,5,2.5,0.02,0.26,1.87,0.0025,0.044,0.0005,100.00%,100.00%,28,186,100.00%,0.071
F,Bridgeport Energy,Bridgeport Energy,15,Bridgeport Harbor,,1119,4911,Y,MH-1,12/29/13,12/23/13,,N,1,8.2,7.6,150,32,0.1,0.51,0.28,0.108,0.052,0.043,,,,,,0.96
F,Bridgeport Energy,Bridgeport Energy,15,Bridgeport Harbor,,1119,4911,Y,SC-1,12/29/13,12/23/13,,N,1,8.2,6.4,90,74,0.25,3.51,0.68,0.056,1.51,0.015,,,,,,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 026,8/9/13,8/4/13,,N,0.7,5.28,,10,47,0.02,0.32,0.2,0.009,0.093,0.014,,,,,,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 028,8/9/13,8/4/13,5,N,0.7,5.28,,5,2.5,0.13,0.47,0.18,0.01,0.32,0.029,,,,,,1.17
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 033,8/9/13,8/4/13,,N,0.7,5.28,,19,,0.07,0.6,0.22,0.021,0.089,0.009,,,,,,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 033,11/1/13,10/5/13,,N,,,,,2.5,,,,,,,,,,,,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 054,8/9/13,9/4/13,,N,0.7,5.3,,5,16,0.05,0.39,0.6,0.006,0.105,0.006,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 005,11/7/13,11/1/13,,N,,,,70.6,,2.52,13.9,6.74,,0.335,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 005,11/18/14,11/10/13,,N,,,,42.4,,1.35,4,2.05,,0.215,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,,DSN 007A,11/7/13,11/1/13,,N,,,,,,0.88,,,,0.155,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 009,11/7/13,11/1/13,,N,,,,,,1.5,11.2,,,0.287,,,,,,,0.565
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 009,11/18/13,11/10/13,,N,,,,,,0.42,1.3,,,0.55,,,,,,,0.08
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 012,11/7/13,11/1/13,,N,,,,,,,,,,0.096,,,,,,,0.437
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 012,11/18/13,11/10/13,,N,,,,,,,,,,0.159,,,,,,,0.295
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 015,11/7/13,11/1/13,,N,,,,23.4,,1.39,5.73,0.71,,0.068,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 015,12/6/13,12/1/13,,N,,,,87,,2.6,7.7,3.71,,0.105,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 016,11/7/13,11/1/13,,N,,,,,,1.49,5.55,,,0.066,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 016,12/6/13,12/1/13,,N,,,,,,2.4,4.39,,,0.093,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,N,DSN 020A,11/7/13,11/1/13,,N,,,,,,,,2.92,,,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 022,11/7/13,11/1/13,,N,,,,,,,,,,0.785,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 024,11/7/13,11/1/13,,N,2.6,,,51.4,31.8,,,,,0.084,,,,,,,1.78
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 027,11/7/13,11/1/13,,N,,,,,,0.4,1.8,,,0.489,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,N,DSN 030,11/7/13,11/1/13,,N,,4.8,6.9,,,,,,,0.034,,,,,,,
F,Middletown Power LLC,Middletown Station,83,Connecticut River,,1428,4911,Y,DSN-006-1,11/17/13,11/1/13,,N,,,,,,,,1.84,0.028,0.139,,,,,,,
F,Middletown Power LLC,Middletown Station,83,Connecticut River,,1428,4911,Y,DSN-013-1,11/7/13,11/1/13,,N,,,,,,,,,,0.207,,,,,,,
F,Middletown Power LLC,Middletown Station,83,Connecticut River,,1428,4911,Y,DSN-018-1A,11/7/13,11/1/13,,N,,,,,,,,,,0.171,,,,,,,
F ,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 026,11/17/13,11/7/13,10,N,,,,,,,,,,0.089,,,,,,,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 028,11/17/13,11/7/13,10,N,,,,,5.5,0.19,,,0.012,0.63,0.019,,,,,,0.895
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,,Discharge 033,12/29/13,,,,,,,,,,,,,,,,,,,,
F,Capital District Energy Center,Capital District Energy Center,64,Park River,,1947,4931,Y,Outfall #3- Fuel Oil UST Area,11/27/13,11/23/13,,N,,,,,,,,,,,,,,,,,3.01
F,PSEG Power Connecticut LLC,New Haven Harbor Station,93,New Haven Harbor,,1600,4911,Y,DSN 002,4/15/14,4/8/14,,N,,6.45,,,,,,,,0.357,,,,,,,
F,PSEG Power Connecticut LLC,New Haven Harbor Station,93,New Haven Harbor,,1600,4911,Y,DSN 005,4/15/14,4/8/14,,N,,6.45,,,,,,,,,,,,,,,
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 001,11/7/13,11/1/13,,N,1,8.2,7.8,15,2,0.025,0.71,0.43,0.005,0.045,0.015,,,,,,
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 004,11/1/13,10/7/13,,N,1,8.3,6.5,10,7,0.025,0.59,0.32,0.005,0.015,0.015,,,,,,
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 007,11/1/13,10/7/13,,N,1,8.3,6.7,5,5,0.025,0.51,0.43,0.005,0.015,0.015,,,,,,
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 010,11/1/13,,,N,1,8.3,8.2,5,17,0.025,0.33,1.44,0.01,0.722,0.015,,,,,,1.28
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 028,3/12/14,2/19/14,21,N,,,,,,,,,,,,,,,,,3.59
F,Capital District Energy Center,Capital District Energy Center,64,Park River,,1947,4931,Y,Outfall #2 -West Roof Drain,5/22/14,5/17/14,,N,,,,,,,,,,0.092,,,,,,,
F,Capital District Energy Center,Capital District Energy Center,64,Park River,,1947,4931,Y,Outfall #3- Fuel Oil UST Area,5/22/14,5/17/14,,N,,,,,,,,,,,,,,,,,12.5
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 005,4/15/14,4/8/14,,N,,,,348,,3.32,34.7,2.26,,0.654,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,,DSN 007A,4/15/14,4/8/14,,N,,,,,,1.68,,,,0.163,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 009,4/15/14,4/8/14,,N,,,,,,0.61,6.62,,,0.543,,,,,,,0.245
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 012,4/15/14,4/8/14,,N,,,,,,,,,,0.358,,,,,,,1.205
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 015,4/15/14,4/8/14,,N,,,,84.8,,1.65,5.7,2.5,,0.323,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 016,4/15/14,4/8/14,,N,,,,,,1,2.88,,,0.212,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 020A,4/15/14,4/8/14,,N,,,,,,,,0.76,,,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 022,4/15/14,4/8/14,,N,,,,,,,,,,0.174,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 024,4/15/14,4/8/14,,N,5.3,,,139,397,,,,,0.154,,,,,,,19.384
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 027,4/15/14,4/8/14,,N,,,,,,0.31,1.39,,,0.096,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,N,DSN 030,4/15/14,4/8/14,,N,,4.8,7.3,,,,,,,0.155,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Long Island Sound- Jordan Cove,,1430,4911,Y,DSN 032,6/19/14,6/13/14,,N,,,,,,,,,,,,,,,,,
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 001,4/30/14,4/15/14,,N,1,7.1,7.4,5,5,0.005,0.36,0.05,0.005,0.015,0.015,,,,,,
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 004,4/30/14,4/15/14,,N,1,7.1,6.8,5,4,0.025,0.35,0.15,0.005,0.015,0.015,,,,,,0.3
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 007,4/30/14,4/15/14,,N,1,7.1,6.7,5,9,0.025,0.36,0.17,0.005,0.015,0.015,,,,,,
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 009,4/30/14,4/15/30,,N,1,7.1,7.6,5,1,0.025,0.3,0.13,0.005,0.015,0.015,,,,,,
F,NAES Kleen Energy Systems,"NAES-KES,LLC",83,Connecticut River,,2393,4911,Y,DSN 010,4/30/14,4/15/14,,N,1,7.1,7.8,5,9,0.025,0.25,0.64,0.005,0.015,0.015,,,,,,1.54
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 026,9/28/12,9/23/12,5,N,0.7,,,92,5,0.02,1.08,2.5,0.092,0.26,0.062,100.00%,100.00%,36,142,95.00%,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 028,9/28/12,9/23/12,5,N,0.7,,,37,17,0.07,1.8,1.86,0.065,1.05,0.029,9.81%,9.47%,28,104,0.00%,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 033,9/28/12,9/23/12,5,N,0.7,,,27,11,0.03,1.22,1.34,0.026,0.191,0.005,76.00%,50.00%,12,49,0.00%,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 054,9/28/12,9/23/12,5,N,0.7,,,12,11,0.02,0.5,2.26,0.011,0.074,0.004,100.00%,100.00%,38,209,90.00%,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 028,5/17/14,5/1/14,16,N,,,,,,,,,,,,,,,,,2.53
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 026,7/14/14,7/4/14,10,N,,,,,,,,,,,,,,,,,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 028,7/14/14,7/4/14,10,N,,,,,,,,,,0.333,,,,,,,1.29
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 033,7/14/14,7/4/14,10,N,,,,,,,,,,,,,,,,,
F,Montville Power LLC,Montville Station,86,Thames River,,1406,4911,Y,Discharge 054,7/14/14,7/4/14,10,N,,,,,,,,,,,,,,,,,
F,Capital District Energy Center,Capital District Energy Center,64,Park River,,1947,4931,Y,Outfall #2 -West Roof Drain,6/19/14,6/13/14,6,N,,,,,,,,,,,,,,,,,
F,Capital District Energy Center,Capital District Energy Center,64,Park River,,1947,4931,Y,Outfall #3- Fuel Oil UST Area,6/19/14,6/13/14,6,N,,,,,,,,,,,,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 005,5/8/13,4/25/13,13,N,1.8,4.8,7.3,351,18,5.03,67.8,1.6,0.038,0.437,0.01,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 007A,5/8/13,4/25/13,13,N,0.5,4.8,6.7,31.5,15.3,1.1,1.95,0.12,0.012,0.19,0.0025,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 009,5/8/13,4/25/13,13,N,3.3,4.8,6.8,66.2,116.6,0.49,3.95,0.6,0.027,0.633,0.012,,,,,,4.699
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 011,5/8/13,4/25/13,13,N,0.5,4.8,7.7,26.3,12.6,0.14,0.66,0.35,0.007,0.027,0.0025,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 012,5/8/13,4/25/13,13,N,2.1,4.8,6.4,42.4,76.6,0.3,1.15,0.32,0.019,0.215,0.008,,,,,,3.357
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 012A,5/8/13,4/25/13,13,N,1.6,4.8,6.6,37.9,42,0.25,1.42,0.28,0.011,0.049,0.009,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 015,5/8/13,4/25/13,13,N,5.2,4.8,7.4,334,113.7,6.99,77.3,1.6,0.05,0.683,0.017,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 016,5/8/13,4/25/13,13,N,1.8,4.8,6.4,64.2,53.7,0.84,5.9,0.52,0.021,0.198,0.011,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 020A,5/8/13,4/25/13,13,N,0.5,4.8,8,8,5.2,0.08,0.67,1.43,0.008,0.005,0.0025,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 022,5/8/13,4/25/13,13,N,1.7,4.8,6.3,148,92.9,0.33,2.82,0.37,0.011,0.802,0.0025,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 024,5/8/13,4/25/13,13,N,13.2,4.8,6.5,315,1244,1.16,3.38,0.74,0.116,43.71,0.037,,,,,,43.71
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 027,5/8/13,4/25/13,13,N,0.5,4.8,6.6,34.7,17.6,2.55,5.34,0.03,0.006,0.218,0.0025,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 030,5/8/13,4/25/13,13,N,0.5,4.8,7.2,20.9,3.1,0.33,0.86,0.57,0.011,0.311,0.0025,,,,,,
F,"Dominion Nuclear CT, Inc.",Millstone Power Station,152,Jordan Cove,,1430,4911,Y,DSN 032,5/8/13,4/25/13,13,N,1.4,4.8,7.8,40.5,39.4,0.23,1.42,0.32,0.011,0.062,0.0025,,,,,,
