Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Sharon,Storm Drain #1,125,Webatuck River Drainage Bin, ,001417,9199,N,Swale on South End of Site,09/18/12,09/08/12,10,N,1.20,4.87,7.30,14,12,0.005,0.35,0.48,0.0025,0.06,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Southington,Transfer Station,131,Quinnipiac River,,000839,4953,Y,Outfall 1 Garage,09/18/12,09/09/12,9,N,0.70,4.21,7.14,110,14,0.52,3.36,0.005,0.008,0.007,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Stafford,Stafford Public Works Garage,134,Furnace Brook,,000280,9199,N,SWD-001,03/28/12,03/21/12,7,N,0.95,5.20,6.40,55,59,0.201,1.1,0.51,0.013,0.148,0.0075,100.00%,100.00%,28,64,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Stafford,Stafford Transfer Station,134,Alden Brook,,001584,4953,N,SWD-001,03/28/12,03/21/12,7,N,0.95,5.20,6.40,1000,765,3.09,12,0.7,0.08,0.47,0.121,100.00%,100.00%,30,323,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Stafford,Stafford Transfer Station,134,Alden Brook,,001584,4953,N,SWD-001,09/04/12,08/31/12,4,N,1.10,5.20,7.00,82,8.4,0.552,1.7,0.54,0.012,0.081,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Stafford,Stafford Public Works Garage,134,Furnace Brook,,000280,9199,N,SWD-001,09/05/12,09/04/12,1,N,0.90,6.20,6.20,34,54.4,0.087,0.5,0.23,0.0025,0.035,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Stamford,Stamford Highway,135,Inner Stamford Harbor,,002499,9199,N,DSN-001,10/19/12,10/15/12,4,N,2.50,6.44,6.50,25,16,0.05,0.5,2.7,0.02,0.046,0.0065,100.00%,100.00%,18,73,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Stamford,Stamford Highway,135,Inner Stamford Harbor,,002499,9199,N,DSN-002,10/19/12,10/15/12,4,N,2.50,6.44,6.51,61,46,0.26,1.2,0.24,0.02,0.089,0.0065,100.00%,100.00%,18,73,55.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Stonington,Highway Garage,137,Stonington Harbor,,000755,9199,N,Outfall 1 (Ston HG-1),04/22/12,04/12/12,10,N,0.70,6.58,6.73,27,50,0.13,1.08,0.19,0.043,0.046,0.007,100.00%,100.00%,22,783,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Stonington,Highway Garage,137,Stonington Harbor,,000755,9199,N,Outfall 1 (Ston HG-1),09/19/12,09/05/12,14,N,2.10,6.78,6.88,30,230,0.61,2.66,0.4,0.045,0.186,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Suffield,Suffield DPW Highway Maintenance Garage,139,Muddy Brook,,001459,9199,,DPW Maintenance Garage,10/02/12,09/27/12,5,N,2.60,,8.14,48.6,55,0.141,1.05,0.16,0.0258,0.0272,0.00375,100.00%,100.00%,162,2008,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Suffield,Suffield DPW Highway Maintenance Garage,139,"Muddy Brook, Connecticut River Basin", ,001459,9199,,DPW Maintenance Garage,12/21/12,12/18/12,3,N,2.20,,7.42,2.5,31,0.0827,0.49,0.13,0.0084,0.0403,0.00375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Torrington,Street Department,143,Naugatuck River,,000622,9199,Y,Outfall #1,09/18/12,09/08/12,10,N,2.10,,6.80,24,16,0.07,1.18,0.78,0.016,0.057,0.015,100.00%,100.00%,8,606,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Torrington,Street Department,143,Naugatuck River,,000622,9199,Y,Outfall #1,03/28/12,03/03/12,25,N,17.20,,6.60,230,412,0.54,3.48,0.75,0.077,0.245,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Tolland,Parks & Rec Maintenance Dept,142,"Tolland Marsh, Skungamaug River",3106-00,002376,9199,Y,S-1,06/13/12,06/10/12,3,N,1.70,7.78,7.13,94,100,0.31,1.48,0.21,0.021,0.062,0.012,100.00%,100.00%,16,117,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Tolland,Tolland Highway Department,142,Unnamed tributary of Paulk Hill Brook,3106-06,002201,9199,N,S-1,06/13/12,06/10/12,3,N,0.70,7.77,6.29,36,170,0.2,0.6,0.05,0.009,0.04,0.008,100.00%,100.00%,30,227,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Tolland,Parks & Rec Maintenance Dept,142,"Tolland Marsh, Skungamaug River",3106-06,002376,9199,Y,S-1,09/05/12,09/02/12,3,N,0.70,7.07,7.18,110,70,0.22,1.47,0.47,0.02,0.087,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Tolland,Tolland Highway Department,142,Unnamed tributary of Paulk Hill Brook,3106-06,002201,9199,N,S-1,09/05/12,09/02/12,3,N,0.70,6.90,5.72,110,570,0.74,2.32,0.33,0.056,0.165,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Wallingford,Water Pollution Control Facility,148,Quinnipiac River,,001972,4952,N,WS-2,06/13/12,06/06/12,7,N,1.00,6.51,7.30,15,16,0.1,0.2,0.48,0.0005,0.0039,0.006,100.00%,100.00%,70,284,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Wallingford,Water Pollution Control Facility,148,Quinnipiac River,,001972,4952,N,WS-1,06/13/12,06/06/12,7,N,1.00,6.51,7.50,18,4,0.1,0.2,0.18,0.006,0.037,0.0005,100.00%,100.00%,20,74,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Wallingford,Department of Public Works,148,"Quinnipiac River, South Central Coast", ,001347,9999,N,Outfall CB 19,05/15/12,05/10/12,5,N,1.00,5.31,7.50,150,109,0.2,4.5,0.05,0.02,0.07,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Wallingford,Department of Public Works,148,"Quinnipiac River, South Central Coast", ,001347,9999,N,Outfall CB 19,10/19/11,10/14/11,5,N,1.00,7.75,7.61,75,111,0.59,1,0.29,0.041,0.058,0.041,100.00%,100.00%,36,903,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Watertown,Public Works Highway Garage,153,Naugatuck River Basin,6900,001117,4953,N,Public Works HW Garage 002,09/18/12,09/08/12,10,N,8.70,6.89,6.90,97.3,36.5,0.26,1.6,0.86,0.02,0.19,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Watertown,Public Works Highway Garage,153,Naugatuck River Basin,6900,001117,4953,N,Public Works HW Garage 001,09/18/12,09/08/12,10,N,12.40,7.35,7.32,109.4,175,0.42,2,0.7,0.07,0.38,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Waterbury,Streets,151,Naugatuck River,6900-00-4-R10,001425,919,N,Back of site - Outfall 001,12/21/12,12/18/12,3,N,2.50,5.53,7.02,242,478,1.09,0.55,1.04,0.06,0.13,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Waterbury,Streets,151,Naugatuck River,6900-00-4-R10,001425,919,N,At E. Aurora Street Outfall 002,12/21/12,12/18/12,3,N,2.50,5.53,6.23,110,72,0.25,0.77,9.51,0.18,0.43,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Waterbury,Streets,151,Naugatuck River,6900-00-4-R10,001425,919,N,Back of site - Outfall 001,04/22/12,04/19/12,3,N,2.50,6.90,6.60,87,146,0.4,0.47,0.72,0.05,0.02,0.12,100.00%,100.00%,2,2580,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Waterbury,Streets,151,Naugatuck River,6900-00-4-R10,001425,919,N,At E. Aurora Street Outfall 002,04/22/12,04/19/12,3,N,2.50,6.90,6.74,29.3,74,0.42,1.18,2.03,0.04,0.02,0.016,100.00%,100.00%,4,2430,65.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Wethersfield,Public Works Department Station,159,Goff Brook,4010-00-3-R1,001214,9511,,SW-01,05/01/12,04/24/12,7,N,2.50,8.40,6.67,20,70,0.44,1.5,0.45,0.02,0.058,0.014,100.00%,100.00%,23,1165,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Wethersfield,Public Works Dept/Transfer Station,159,Goff Brook,4010-00-3-R1,001214,9511,N,SW-01,09/28/12,09/23/12,5,N,2.50,6.40,7.73,45,21,0.05,0.5,0.66,0.02,0.051,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of West Hartford,Department of Public Works,155,"Trout Brook, Park River",4403,000978,9199,Y,Outfall 2 (WHTFD DPW OF-2),03/28/12,03/25/12,3,N,12.00,6.00,7.24,200,500,0.95,7.54,4.32,0.175,2.3,0.091,100.00%,100.00%,120,1482,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of West Hartford,Department of Public Works,155,"Trout Brook, Park River",4403,000978,9199,Y,Outfall 2 (WHTFD DPW OF-2),09/18/12,09/08/12,10,N,0.70,6.78,7.55,110,46,0.19,7.75,1.33,0.021,0.103,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Westport,Department of Public Works,158,Muddy Brook,,001207,9199,Y,DSN-001,02/16/12,01/27/12,20,N,2.50,6.40,6.46,98,21,0.05,3.1,0.34,0.02,0.061,0.0065,100.00%,100.00%,370,4340,70.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Westport,Department of Public Works,158,Muddy Brook,,001207,9199,Y,DSN-001,11/27/12,,,Y,2.50,6.55,6.56,110,97,0.11,1.9,0.91,0.02,0.12,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Winchester,,162,"Still River, Farmington Regional Basin", ,001263,9199,Y,Outfall #2,10/19/12,10/15/12,4,N,3.00,8.20,7.90,168,115,0.22,1.03,0.05,0.037,0.092,0.015,13.90%,13.10%,314,16280,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Winchester,,162,"Still River, Farmington Regional Basin", ,001263,9199,Y,Outfall #2,05/01/12,04/23/12,8,N,5.40,,8.80,103,98,0.24,1.96,0.11,0.028,0.03,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Woodbury,Department of Public Works,168,Ash Swamp Brook to Nonnewaug River to Pomperaug River, ,001337,4953,,Upper Culvert,05/22/12,05/19/12,3,N,2.50,6.78,6.81,77,46,0.25,1.19,0.47,0.01,0.03,0.005,100.00%,100.00%,22,318,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Woodbridge,Public Works Garage,167,Wepawaug River,,000717,9199,N,SW-1,06/13/12,06/06/12,7,N,0.50,6.00,6.39,25.6,10,0.35,0.65,0.05,0.051,0.043,0.009,,,4.02,19,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Woodbridge,Public Works Garage,167,Wepawaug River,,000717,9199,N,SW-1,12/21/12,12/18/12,3,N,4.00,5.88,6.03,15,26,0.025,0.05,0.05,0.018,0.034,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of New Fairfield,Department of Public Works,091,Ball Pond Brook,6402,001274,9199,N,DSN004,12/21/12,12/18/12,3,N,1.90,5.00,7.77,17,87,0.33,0.73,0.57,0.027,0.075,0.011,100.00%,100.00%,12,760,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of New Fairfield,Department of Public Works,091,Ball Pond Brook,6402,001274,9199,N,DSN007,12/21/12,12/18/12,3,N,13.00,4.50,7.50,34,310,0.33,1.53,0.56,0.03,0.082,0.006,100.00%,100.00%,16,195,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Southington,Transfer Station,131,Quinnipiac River,,000839,4953,Y,Outfall 1 Garage,05/15/12,05/10/12,5,N,0.70,5.21,9.02,290,39,0.25,1.97,0.005,0.011,0.007,0.003,70.70%,70.70%,422,15890,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Brookfield Public Works,Corner Drain,018,Still River,,000757,,Y,Corner Storm Drain,09/05/12,09/01/12,4,N,5.00,5.21,7.2,20,27,0.005,0.12,0.4,0.01,0.23,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Brookfield,Brookfield Public Works,018,Still River,,000757,,Y,Behind Sand Spreaders,09/05/12,09/01/12,4,N,1.70,5.21,7.1,37,12,0.005,0.025,0.62,0.01,0.15,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Brookfield Public Works,Corner Drain,018,Still River,,000757,,Y,Corner Storm Drain,04/22/12,,,,1.00,6.7,6.9,2.5,29,0.06,0.36,0.3,0.02,0.07,0.001,100.00%,100.00%,13,136,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Brookfield,Brookfield Public Works,018,Still River,,000757,,Y,Behind Sand Spreaders,04/22/12,,,,1.60,6.70,6.70,2.5,21,0.18,1.4,0.025,0.03,0.19,0.0005,17.70%,17.70%,310,38500,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Norfolk,DPW,098,"Blackberry River, Blackberry Regional Basin",,001357,9199,N,Outfall #1,05/01/12,04/23/12,8,N,2.5,,8.9,28.0,273,0.34,0.64,0.18,0.029,0.094,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Canaan,DPW,100,"Whiting River, Blackberry Regional Basin",,001268,9199,N,Outfall #1,05/01/12,04/23/12,8,N,19,,8.7,151.0,2244,1.39,5.12,0.37,0.108,0.277,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Canaan,DPW,100,"Whiting River, Blackberry Regional Basin",,001268,9199,N,Outfall #2,05/01/12,04/23/12,8,N,10.6,,8.6,187.0,504,0.7,2.68,0.44,0.036,0.089,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plymouth,,111,"Pequabuck River, Farmington Regional Basin",,001917,9199,N,Outfall #1,07/26/12,07/23/12,3,N,1,,5.8,40.0,24,0.14,1.07,0.44,0.031,0.05,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plymouth,,111,"Pequabuck River, Farmington Regional Basin",,001917,9199,N,Outfall #2,07/26/12,07/23/12,3,N,8.3,,6.8,40.0,34,0.16,1.14,0.32,0.028,0.081,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Coventry,Coventry Dept. of Public Works,032,Unnamed wetlands - Skunkamaug River, ,002431,7699,N,DSN-01,02/27/13,02/24/13,3,Y,0.70,5.73,5.83,23,2.5,0.01,0.23,0.04,0.0025,0.007,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Enfield,Public Works Garage,049,Freshwater Brook to Connecticut River,4003-00,001206,9199,N,Outfall HW-001,06/13/12,06/06/12,7,N,2.50,8.00,7.40,26,7,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,7.3,26,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Enfield,Public Works Garage,049,Freshwater Brook to Connecticut River,4003-00,001206,9199,N,Outfall HW-002,06/13/12,06/06/12,7,N,2.50,8.00,7.20,22,2.5,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,7.4,109,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Canaan,Town Garage (CTL No. 18799),100,"Whiting River, Blackberry Regional Basin", ,001268,9199,N,Outfall #1,12/21/12,12/18/12,3,N,52.20,7.60,8.90,162,510,0.44,0.87,0.05,0.05,0.131,0.015,100.00%,100.00%,96,59,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Canaan,Town Garage (CTL No. 18800),100,"Whiting River, Blackberry Regional Basin", ,001268,9199,N,Outfall #2,12/21/12,12/18/12,3,N,59.20,7.60,7.60,95,592,0.91,2.25,0.18,0.1,0.17,0.033,30.80%,16.40%,238,5150,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Wallingford,Department of Public Works,148,"Quinnipiac River, South Central Coast",5200,001347,9999,N,Outfall CB 19,12/17/12,12/10/12,7,N,1.00,5.80,7.60,73,200,0.6,1.3,0.24,0.0066,0.068,0.011,100.00%,100.00%,62,686,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Vernon,Public Works Garage,146,Hockanum River,4500,001286,7538,Y,"24"" RCP (PW-01)",10/19/11,10/14/11,5,N,2.50,5.70,7.01,24,2.5,0.05,0.5,1.2,0.02,0.1,0.0065,100.00%,100.00%,120,1110,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plymouth,Public Works Garage,111,"Pequabuck River, Farmington Regional Basin", ,001172,9199,N,Outfall #1,08/10/12,08/01/12,9,N,1.00,,7.70,137,1002,1.17,2.02,0.31,0.123,0.165,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plymouth,Public Works Garage,111,"Pequabuck River, Farmington Regional Basin", ,001172,9199,N,Outfall #2,08/10/12,08/01/12,9,N,9.00,,7.90,140,810,1.2,2.44,0.27,0.091,0.126,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plymouth,Public Works Garage,111,"Pequabuck River, Farmington Regional Basin", ,001172,9199,N,Outfall #1,10/19/12,,,N,1.00,6.70,6.60,5,21,0.025,0.25,0.05,0.005,0.015,0.015,100.00%,100.00%,1,10,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plymouth,Public Works Garage,111,"Pequabuck River, Farmington Regional Basin", ,001172,9199,N,Outfall #2,10/19/12,,,N,1.00,6.60,6.50,5,15,0.025,0.28,0.05,0.005,0.015,0.015,100.00%,100.00%,1,12,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Morris,Morris Town Garage,087,"Bantam River, Snepaug Regional Basin", ,001287,9199,N,Outfall #1,12/21/12,12/18/12,3,N,3.80,6.90,6.90,88,214,0.26,1.4,0.11,0.085,0.11,0.015,35.40%,17.70%,145,1017,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Morris,Morris Town Garage,087,"Bantam River, Snepaug Regional Basin", ,001287,9199,N,Outfall #2,12/21/12,12/18/12,3,N,4.70,6.90,6.90,42,144,0.15,0.48,0.05,0.025,0.062,0.015,100.00%,100.00%,15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,John J. Kennedy Fleet Maintenance and Highway Storage Facility,Fleet Facility,057,Indian Harbor/Long Island Sound, ,000786,919,N,Outfall Location One,04/22/12,04/19/12,3,N,2.50,6.21,6.66,20,25,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,2.2,33,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,John J. Kennedy Fleet Maintenance and Highway Storage Facility,Fleet Facility,057,Indian Harbor/Long Island Sound, ,000786,919,N,Outfall Location Two,04/22/12,04/19/12,3,N,2.50,6.74,6.66,18,16,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,2.4,50,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Morris,Morris Town Garage,087,"Bantam River, Shepaug Regional Basin", ,001287,9199,N,Outfall #1,07/26/12,07/23/12,3,N,1,,6.9,32.0,67,0.17,1.86,0.32,0.062,0.035,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Morris,Morris Town Garage,087,"Bantam River, Shepaug Regional Basin",,001287,9199,N,Outfall #2,07/26/12,07/23/12,3,N,1,,9,51.0,454,0.17,0.95,0.35,0.048,0.094,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Manchester,Highway Fleet Maintenance Facility,077,South Fork Hockanum River,4504,000523,9199,Y,DSN-001,08/28/12,08/18/12,10,N,1.00,6.5,6.8,33,34,0.19,1.34,0.5,0.014,0.041,0.015,100.00%,100.00%,31,136,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Manchester,Highway Fleet Maintenance Facility,077,South Fork Hockanum River,4504,000523,9199,Y,DSN-002,08/28/12,08/18/12,10,N,1.00,6.5,6.8,34,63,0.33,1.09,0.31,0.02,0.064,0.015,100.00%,100.00%,24,95,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Westbrook,Westbrook DPW,154,Menunketesuck River,5103-07,none yet,9199,N,outfall 001,03/12/13,,,N,5.26,7.57,6.40,1734,23,0.025,0.53,22,0.02,0.43,0.002,100.00%,100.00%,220,1397,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of East Haddam,Public Works Facility,041,Connecticut River,4000,001387,919,N,DSN-001,03/12/13,03/08/13,4,Y,0.75,4.96,7.12,182,16,0.47,1.88,0.005,0.0025,0.031,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Torrington,Street Dept.,143,Naugatuck River,,000622,9199,Y,Outfall #1,03/12/13,03/08/13,4,Y,1.00,6.80,6.80,5,95,0.14,0.69,0.26,0.024,0.092,0.015,70.70%,35.40%,72,7630,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Watertown,Public Works Highway Garage,153,Naugatuck River,6900,001117,4953,Y,Public Works HW Garage 001,03/12/13,03/08/13,4,N,47.60,6.06,7.35,38.8,433.5,0.9,1.24,0.7,0.06,0.52,0.05,100.00%,80.60%,167,11520,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Watertown,Public Works Highway Garage,153,Naugatuck River,6900,001117,4953,Y,Public Works HW Garage 002,03/12/13,03/08/13,4,N,12.30,6.06,7.08,20.5,297,0.46,0.94,1.3,0.05,0.7,0.03,100.00%,100.00%,,3030,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Bristol,City Garage,017,Eight Mile River/ Quinnipiac River Basin,,000098,7538,N,Outfall 1 (Bristol CG OF-1),09/18/12,09/08/12,10,N,9.9,6.78,6.83,220,81,0.3,3.58,0.44,0.028,0.207,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Guilford,Public Works,060,Stream to East Creek,,000996,,N,Public Works,03/28/12,03/25/12,3,N,2.5,5.05,6.8,512,1452,4.46,6.14,0.9,0.038,0.31,0.044,100.00%,100.00%,52.3,1082,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Bristol,Water Pollution Control Facility,017,Eight Mile River/ Quinnipiac River Basin,,001907,4953,N,Outfall 1 (Bristol WPCF OF-1),09/18/12,09/08/12,10,N,7.5,6.78,6.8,120,260,0.58,2.99,1.45,0.059,0.579,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
