NAME,rwater,TOWN,BASIN,GSI,SIC,Municipalities,samp_location,samp_date,storm_mag,storm_dur,prev_storm,rain_ph,days_last_storm,o_n_g,samp_ph,cod,tss,tp,tkn,no3,fec_coli,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness
City of New Haven,Little River,93,,800,,Y,Trf Sta east,9/26/02,,,9/16/02,6.3,10,1,7.2,1510,30,0.26,2.2,0,100,0.005,0.01,0.005,0.26,0.2,>300
Town of North Haven,Muddy River,101,,872,9199,Y,Trf Sta-DSN 001,9/26/02,0.94,20,9/23/02,7.17,3,8.4,6.35,140,26,0.39,1,0.6,"13,600",0.051,0.28,0.091,1,1,51
Town of North Haven,Quinnipiac River Basin,101,,873,9199,Y,PW garage-DSN 002,9/26/02,0.94,20,9/23/02,7.17,3,7.1,6.5,130,27,0.18,1,0.5,"1,800",0.04,0.094,0.013,1,1,18
Town of North Haven,Quinnipiac River Basin,101,,873,9199,Y,PW garage-DSN 003,9/26/02,0.94,20,9/23/02,7.17,3,5,6.51,82,11,0.5,1,0.5,200,0.04,0.13,0.013,1,1,16
Town of North Haven,Quinnipiac River Basin,101,,873,9199,Y,PW garage-DSN 004,9/26/02,0.94,20,9/23/02,7.17,3,5,6.48,30,100,0.53,1.1,0.5,"1,500",0.04,0.29,0.013,1,1,37
Town of North Haven,Quinnipiac River Basin,101,,873,9199,Y,PW garage-DSN 005,9/26/02,0.94,20,9/23/02,7.17,3,5,7.12,73,8,0.1,1,0.8,100,0.04,0.06,0.013,1,1,9
North Canaan Trf Station,Black Berry Watershed #6100,100,,1294,9199,Y,Outfall #1,9/15/02,0.88,16,8/29/02,6,,4.6,7.1,24,124,0.19,0.76,0.1,990,0.02,0.07,0.03,1,1,28
North Canaan Town Garage,Black Berry Watershed #6100,100,,1268,9199,Y,Outfall #2,9/15/02,0.88,16,8/29/02,6,,1.2,7.5,244,3,0.21,1.67,0.9,"1,500",0.04,0.03,0.03,0.81,0.31,439
City of Meriden Highway Dept,Clark Brook,80,,1088,,Y,,9/27/02,0.78,13.5,9/16/02,5.35,11,1.9,7.22,10,9,0.05,0.25,0.1,"1,250",0.001,0.009,0.002,1,1,6
Town of Hartland ,Ring Brook,65,,1549,9199,Y,1 south,9/26/02,1.25,6,9/23/02,5.8,3,4.7,6.5,71,264,0.15,1,0.5,500,0.015,0.186,0.007,1,1,16
Town of Hartland ,Ring Brook,65,,1549,9199,Y,2 east,9/26/02,1.25,6,9/23/02,5.8,3,1.6,6.6,42,115,0.11,1,0.5,400,0.006,0.054,0.005,1,1,26
New Canaan DPW,Five Mile River,90,,1415,4952,Y,SW-2,9/26/02,0.54,24,9/16/02,7.26,10,5,6.55,320,46,0.1,5.6,0.7,tntc,0.04,0.16,0.049,1,1,120
New Canaan DPW,Five Mile River,90,,1415,4952,Y,SW-3,9/26/02,0.54,24,9/16/02,7.26,10,17,6.67,400,190,0.8,7.3,0.1,tntc,0.042,0.48,0.068,1,0.89,100
City of Norwalk,Norwalk River,103,,965,9199,Y,DPW Highway Garage,9/26/02,1.04,20,9/16/02,4.62,10,0.4,4.62,64,84,0.19,5.34,4.9,500,0.039,0.008,0.005,1,1,56
Salisbury/Sharon Transfer Station,,122,,1539,,Y,site 2-W side of bldg,8/29/02,2,8,8/24/02,6.5,5,4.2,8.11,230,1900,1.6,3.2,0.3,>600,0.114,0.454,0.186,1,1,108
Salisbury/Sharon Transfer Station,,122,,1539,,Y,"site 3-swale leading to 30"" CMP",8/29/02,2,8,8/24/02,6.5,5,2.5,8.18,160,580,0.78,1.7,0.3,>600,0.049,0.187,0.064,1,1,92
Salisbury/Sharon Transfer Station,,122,,1539,,Y,"site 4-swale down stream of 30"" CMP",8/29/02,2,8,8/24/02,6.5,5,4.4,8.76,180,1200,2.4,2.5,0.4,>600,0.114,0.458,0.202,1,1,80
Salisbury/Sharon Transfer Station,,122,,1539,,Y,site 1-swale N side,8/29/02,2,8,8/24/02,6.5,5,4.9,8.45,190,1800,0.08,2.1,0.3,>600,0.077,0.252,0.148,1,1,80
Greater BPT Transit Authority,,15,,1118,,Y,,9/23/02,0.01,0.7,9/16/02,6.22,7,2,6.2,8,3,0.18,0.05,0.9,150,0.05,0.06,0.05,1,1,246
Winchester Public Works Garage,"Still River, Basin 4303",162,,1263,9199,Y,Outfall #1,8/29/02,0.72,6,8/19/02,5.94,10,3.4,6.76,51,76,0.39,1.2,0.4,260,0.018,0.114,0.019,1,1,20
Winchester Public Works Garage,"Still River, Basin 4303",162,,1263,9199,Y,Outfall #2,8/29/02,0.72,6,8/19/02,5.94,10,2.2,7.09,300,90,0.71,2,1,>600,0.031,0.088,0.021,0.3,0.25,>300
Town of Simsbury DPW,,128,,1083,,Y,CB @ discharge,9/27/02,1.03,24,9/23/02,5,4,1.6,6.8,11,33,0.16,0.1,0.1,>2000,0.009,0.046,0.009,1,1,32
John J. Kennedy Fleet Maintenance and Highway Storage Facility,Indian Harbor/LIS,57,,786,9199,N,Outfall #1,8/29/02,2.07,,,6.75,,1,7.06,99,3,0.07,0.7,0.4,"23,000",0.008,0.072,0.005,1,1,20
John J. Kennedy Fleet Maintenance and Highway Storage Facility,Indian Harbor/LIS,57,,786,9199,N,Outfall #2,8/29/02,2.07,,,6.75,,2,6.67,125,10,0.03,1.51,1.1,>100,0.006,0.026,0.005,1,1,20
John J. Kennedy Fleet Maintenance and Highway Storage Facility,Indian Harbor/LIS,57,,786,9199,N,Outfall #3,8/29/02,2.07,,,6.75,,3,6.82,138,30,0.5,1.01,0.1,"40,000",0.014,0.228,0.01,1,0.44,12
John J. Kennedy Fleet Maintenance and Highway Storage Facility,Indian Harbor/LIS,57,,786,9199,N,Outfall #4,8/29/02,2.07,,,6.75,,0.5,4.63,92,1,0.08,0.94,2,"25,000",0.08,0.093,0.015,0.79,0.43,20
Town of Waterford DPW,,152,,1471,,Y,Outfall 001,4/22/02,0.2,1,4/13/02,5.4,9,1,7,1,48,0.08,1.27,2.3,30,0.01,0.2,0.01,1,1,16
Town of Waterford DPW,,152,,1471,,Y,Outfall 002,4/22/02,0.2,1,4/13/02,5.4,9,1,7.1,1,2,0.02,5.36,0.9,30,0.01,0.05,0.01,1,1,16
Town of Waterford DPW,,152,,1471,,Y,Outfall 003,4/22/02,0.2,1,4/13/02,5.4,9,1,7,20,8,0.04,1.25,1.1,30,0.1,0.11,0.01,0.2,0.16,8
City of Milford,Black (Dismal) Swamp,84,,994,,Y,Outfall #5,7/23/02,1,,7/18/02,3.93,5,2.2,3.93,405,975,0.84,2.8,0.8,,0.05,0.2,0.14,1,1,15.2
City of Milford,Black (Dismal) Swamp,84,,994,,Y,Outfall #4,7/23/02,1,,7/18/02,3.93,5,8,3.93,279,622,0.64,2.8,1.1,,0.058,0.36,0.096,1,1,15.2
City of Milford,Black (Dismal) Swamp,84,,994,,Y,Outfall 002/003,7/23/02,1,,7/18/02,3.93,5,2.6,3.93,212,104,0.14,1.4,0.8,,0.02,0.61,0.06,1,0.37,13.3
City of Milford,Black (Dismal) Swamp,84,,994,,Y,Outfall 001,7/23/02,1,,7/18/02,3.93,5,2.8,3.93,44,50,0.09,1.12,0.6,,0.01,0.06,0.02,0.29,0.18,5.2
Windsor-Bloomfield Landfill,Farmington River,164,,860,4953,Y,DSN 001,8/2/02,0.86,3,7/23/02,4.28,10,2.8,6.4,62,100,0.58,3.3,1,>600,0.016,0.129,0.016,1,1,18
Windsor-Bloomfield Landfill,Farmington River,164,,860,4953,Y,DSN 002,8/2/02,0.86,3,7/23/02,4.28,10,1.5,8.18,49,18,1.6,1.7,0.1,>600,0.009,0.011,0.003,1,1,108
Harwinton Maintenance Garage,"Rock Brook, 6907",66,,1265,9199,Y,Outfall #1,7/23/02,0.5,4,7/19/02,4.7,4,1.9,3.7,19,16,0.21,1.23,0.4,250,0.01,0.03,0.03,0.71,0.68,2
Harwinton Maintenance Garage,"Rock Brook, 6907",66,,1265,9199,Y,Outfall #2,7/23/02,0.5,4,7/19/02,4.7,4,1,4.2,14,46,0.08,0.56,0.4,"1,340",0.01,0.03,0.03,1,1,8
Town of Plainville,Pequabuck River,110,,778,,Y,Granger Lane Leak off,12/14/01,0.2,5,12/9/01,4.6,5,1.8,6.7,20,11,0.14,1,0.5,100,0.01,0.01,0.005,1,1,44
Town of Plainville,Quinnipiac River,110,,1368,,Y,Norton Park,12/14/01,0.2,5,12/9/01,4.6,5,1.8,6.3,20,5,0.06,1,0.5,50,0.01,0.045,0.005,1,1,24
Town of North Stonington,Tributary to Silex Pond,102,,1477,4953,Y,Retention Pond,5/28/02,,0.8,5/18/02,4.5,10,6.8,6.6,256,207,0.45,4.43,1,50,0.04,0.43,0.03,1,0.78,32
CTDOT,Menuketesuck River,154,,80,7538,Y,DSN 001,8/20/02,0.2,2,8/2/02,5.11,18,1,6.4,54,94,0.24,1.3,0.7,"54,000",0.009,0.105,0.008,1,1,60
Town of Redding,Tributary to Saugatuck River,117,,149,,Y,1,8/29/02,1.99,14,8/25/02,5.5,4,2,7.4,32,27,0.02,0.1,0.3,"1,553",0.01,0.01,0.003,1,1,56
Town of Redding,Tributary to Saugatuck River,117,,149,,Y,2,8/29/02,1.99,14,8/25/02,5.5,4,1,7.3,13,1,0.02,0.1,0.7,659,0.03,0.002,0.005,1,1,30
City of Groton Highway Dept,Trib to Birch Plain Creek,59,,1247,,Y,1,8/29/02,2.01,20,8/25/02,4.9,4,1,6.4,52,38,0.09,1.29,0.6,3,0.06,0.1,0.4,1,1,88
City of Groton Highway Dept,Trib to Birch Plain Creek,59,,1247,,Y,2,8/29/02,2.01,20,8/25/02,4.9,4,1,6.11,80,96,0.19,2.02,0.3,3,0.06,0.12,0.24,1,1,24
Town of Madison,Tuxis Brook,76,,1298,9199,Y,Town Garage,10/16/02,0.54,3,10/13/02,5.1,3,17,5.8,63,60,0.24,2.59,0.5,tntc,0.015,0.22,0.008,1,1,11.4
Town of Madison,Huzzle Guzzle Brook,76,,1305,4953,Y,Bulky Waste Site,10/16/02,0.54,3,10/13/02,5.1,3,5,8.1,88,10,0.1,1.1,0.9,"150,000",0.018,0.04,0.001,1,0.86,578
Town of Enfield,,49,,1206,,Y,Public Works Complex SE basin #1,10/16/02,2,12,10/12/02,6.7,4,2.6,6.97,26,37,0.09,3.36,0.1,"10,000",0.02,0.09,0.02,1,1,18.4
Town of Enfield,,49,,1206,,Y,Public Works Complex,10/16/02,2,12,10/12/02,6.7,4,2.6,6.84,22,29,0.26,1.68,0.1,700,0.02,0.09,0.02,1,0.59,20.2
Enfield Transfer Station,,49,,1015,,Y,DSN 001-Trf Station,10/16/02,2,12,10/12/02,6.7,4,1,7.02,22,19,0.12,1.4,4.6,300,0.02,0.02,0.02,1,1,80.7
Enfield Transfer Station,,49,,1015,,Y,DSN 002-Trf Station,10/16/02,2,12,10/12/02,6.7,4,1,7.35,56,74,0.36,1.4,4,600,0.02,0.05,0.02,1,1,82.6
Town of Killingly,Five Mile River,69,,685,,Y,Public Works Garage 001,10/16/02,0.5,4,10/13/02,5,3,3,5.9,89,73,0.16,0.91,0.4,"1,410",0.023,0.14,0.007,1,1,16
Metal Management CT,Little River-Quinnipiac River Basin,101,,202,5093,N,Outfall #3,9/14/02,0.13,,9/4/02,6.06,10,2.9,7.4,131,9,0.05,4.77,0.1,"2,000",0.02,0.31,0.03,1,1,
Metal Management CT,Little River-Quinnipiac River Basin,101,,202,5093,N,Outfall #2,9/14/02,0.13,,9/4/02,6.06,10,1.7,7.2,116,11,0.14,5.21,0.1,300,0.01,0.03,0.03,1,1,164
Metal Management CT,Little River-Quinnipiac River Basin,101,,202,5093,N,Outfall #1,9/14/02,0.13,,9/4/02,6.06,10,2.9,6,125,14,0.08,3.25,0.1,880,0.02,0.15,0.03,1,1,258
Rockbestos-Suprenant Cable Corp.,DeGrayes Brook,40,,365,3357,N,CB 001,6/5/02,0.61,1.5,5/31/02,6.12,5,1.6,7.09,27,22,0.14,0.98,0.4,>600,0.009,0.06,0.006,1,1,8
Rockbestos-Suprenant Cable Corp.,DeGrayes Brook,40,,365,3357,N,Trench Drain 002,6/5/02,0.61,1.5,5/31/02,6.12,5,1.4,6.58,13,33,0.5,0.48,0.2,>600,0.021,0.074,0.008,0.83,0.74,4
Rockbestos-Suprenant Cable Corp.,DeGrayes Brook,40,,365,3357,N,CB 003,6/5/02,0.61,1.5,5/31/02,6.12,5,2,6.37,25,19,0.11,0.89,0.3,160,0.031,0.081,0.01,0.83,0.71,4
Engineered Sinterings & Plastics,Greater Housatonic Basin,153,,295,,N,CB from roof NW of plant,9/26/02,1.1,3.5,9/15/02,4.98,11,1,4.73,38,2,0.37,1.4,0.3,100,0.06,1.14,0.02,0.26,0.13,11
Portland Boat Works Inc.,CT River,113,,270,,Y,,9/27/02,,2,9/23/02,,4,4.3,7.28,80,55,0.12,0.34,0.2,>2000,0.079,0.038,0.002,0.34,0.27,16
Consumer Petroleum,Johnson's Creek,15,,688,,Y,Discharge Johnsons Creeek,9/26/02,1.51,,9/15/02,6.47,11,1,6.32,31,12,0.05,0.05,0.1,"1,400",0.05,0.22,0.05,1,1,36
Waste Conversion Tech. Inc.,Trib. To Gulf Pond,84,,292,495,Y,,9/16/02,1.25,19,9/2/02,8.6,14,1,7.13,59,24,0.1,0.05,0.1,tntc,0.05,0.09,0.05,1,1,202
"Crabtree & Evelyn, Ltd.",Little River,169,,731,2841,N,Point A,9/26/02,1.54,28,9/21/02,3,5,4,5,72,21,0.24,2.2,0.8,150,0.034,0.22,0.005,1,0.78,20
United Parcel Service,Yantic River,13,,242,,N,UPS-BZ-1,8/20/02,,0.8,,4.91,,5,5.9,82,40,0.31,2.15,0.7,100,0.03,0.205,0.008,1,0.93,
United Parcel Service,Yantic River,13,,242,,N,UPS-BZ-2,8/20/02,,0.8,,4.91,,5,5.91,43,15,0.19,1.07,0.6,900,0.02,0.2,0.008,1,0.64,
"Stanley Bostitch, Inc.",Hammonassett River Watershed,27,,1378,3315,N,Outfall #2,6/5/02,0.07,3.5,5/27/02,6.37,9,1.9,6.3,26,14,0.13,1,1,500,0.017,0.288,0.01,1,0.76,16
"Stanley Bostitch, Inc.",Hammonassett River Watershed,27,,1378,3315,N,Outfall #1,6/5/02,0.07,3.5,5/27/02,6.37,9,1.8,6,52,26,0.15,1,1,50,0.073,3.57,0.02,0.23,0.16,28
Helicopter Support Inc.,,107,,1452,3728,N,,7/9/02,0.4,3,7/1/02,4.3,8,1,4.51,28,21,0.3,3.2,1.6,0,0.026,0.278,0.006,1,0.88,8.3
Acme Packaging Corp.,Piper Brook,89,,1323,3449,N,#1 adj to road/brown shed,6/5/02,0.6,,5/31/02,5.2,5,1.4,4.61,18,7,0.06,1,0.4,>600,0.004,0.064,0.031,1,1,0
Acme Packaging Corp.,Piper Brook,89,,1323,3449,N,#2 adj to N train door,6/5/02,0.6,,5/31/02,5.2,5,1.5,4.55,20,13,0.06,1.4,0.4,>600,0.007,0.087,0.035,0.82,0.72,8
Acme Packaging Corp.,Piper Brook,89,,1323,3449,N,#3 SE corner of bldg #451 adj to former Pb storage shed,6/5/02,0.6,,5/31/02,5.2,5,1.4,4.66,13,5,0.08,1,0.3,>600,0.005,0.065,0.032,0.88,0.71,4
Ahlstrom Dexter LLC,CT River,165,,1384,2624,N,E1,7/9/02,0.27,3,6/19/02,5,20,2.6,7.33,80,66,0.19,1.6,0.9,>600,0.034,0.737,0.01,1,0.71,26
Ahlstrom Dexter LLC,CT River,165,,1384,2624,N,Cogen,7/15/02,0.23,1,7/9/02,5,6,1.4,8.2,46,35,0.3,1.6,0.3,40,0.013,0.2,0.005,1,1,84
Electric Boat Corp.,Thames River,59,,669,3731,N,SD-4,7/23/02,0.7,0.8,7/18/02,4.36,5,1.9,5.3,50,10,0.2,2.9,1.3,273,1.6,1.1,0.008,0.06,0.06,26
Electric Boat Corp.,Thames River,59,,669,3731,N,SD-14,7/23/02,0.7,0.8,7/18/02,4.36,5,0.9,6.98,72,12,1.5,19,4.2,>6000,0.22,0.28,0.008,1,1,184
Electric Boat Corp.,Thames River,59,,669,3731,N,SD-19,7/23/02,0.7,0.8,7/18/02,4.36,5,1.2,6.65,65,9,0.36,4.7,2.8,>6000,0.094,0.23,0.005,1,1,220
Philson Inc.,Steel Brook,153,,1226,3471,N,Outfall #1-driveway,6/5/02,0.33,1.3,5/18/02,7.01,18,5,7.25,27,1,0.16,1,0.5,"18,000",0.04,0.028,0.013,1,1,8
Philson Inc.,Steel Brook,153,,1226,3471,N,Outfall #2 production area,6/5/02,0.33,1.3,5/18/02,5.5,18,5,5.62,130,1,0.1,5.4,0.5,100,0.04,0.13,0.013,1,1,5
Risdon AMS,Still River,34,,376,3469,N,S1,6/5/02,0.65,1.2,5/28/02,5.3,8,1.1,7.18,15,12,0.14,1.4,0.8,"20,000",0.05,0.06,0.03,0.42,0.33,6
Risdon AMS,Still River,34,,376,3469,N,S2,6/5/02,0.65,1.2,5/28/02,5.3,8,1.6,9.65,38,50,0.18,1.68,0.7,100,0.22,0.14,0.02,0.57,0.18,10.3
CUNO Inc.,Willimantic River,134,,253,3569,N,Outfall 001,8/2/02,0.85,3,7/28/02,6.42,5,1,4.33,11,1,0.05,0.54,0.3,24,0.05,0.07,0.05,1,1,2
CUNO Inc.,Willow Brook,80,,252,3569,N,Outfall 001,8/2/02,1.17,,7/23/02,5.08,10,1,4.68,15,1,0.05,0.38,0.4,630,0.05,0.11,0.05,1,1,1
Abbott Ball Co,Piper Brook,155,,1079,3562,N,Outfall 001-CB along RR place,7/9/02,0.51,13.5,6/27/02,3.2,12,2.6,2.7,357,138,0.41,11.8,5.4,320,0.11,0.39,0.04,0.68,0.62,44
Northeast Petroleum-div of Cargill,CT River,159,,687,5171,N,Outfall 001(WETH-1),7/24/02,0.97,3,7/19/02,4.7,5,1,6.1,17,10,0.06,0.51,1,">1,500",0.01,0.07,0.03,1,1,
Praxair Surface Tech.,Quinnipiac River,101,,1249,3479,N,Outfall 004-swale near gate SW boundary,4/25/02,0.59,5.3,4/22/02,6.4,3,1,6.5,37,103,0.05,1.12,0.6,180,0.23,0.22,0.03,1,0.78,16
Praxair Surface Tech.,Quinnipiac River,101,,1249,3479,N,Outfall 005-sewer near s/receiving area,4/25/02,0.59,5.3,4/22/02,6.4,3,1,7.6,33,47,0.1,1.67,1.5,10,0.34,0.51,0.03,0.06,0.06,>300
Torrington Co,Turkey Brook,153,,217,3714,N,outlet of retention pond,6/5/02,0.3,4,5/31/02,5.4,5,1.6,7.6,33,4,0.08,1.6,1,700,0.005,0.02,0.005,1,1,68
The Beacon Group,N branch Park River,11,,1006,3724,N,SU Storm Drain,6/12/02,1,0.3,6/7/02,5,5,6.9,6.57,91,31,0.22,2.2,1.3,"7,600",0.034,0.215,0.015,1,1,32
Eyelet Crafters,Naugatuck Regional Basin,151,,275,3469,N,,6/5/02,0.6,1.3,5/31/02,5.3,5,1.4,6.6,19,14,0.09,0.56,0.3,200,0.02,0.09,0.02,0.71,0.42,3.8
Danbury Municipal Airport,,34,,1133,,Y,East Stream,9/15/02,0.64,4,9/4/02,5.7,11,1,7.6,29,14,0.02,1.7,0.6,400,0.02,0.06,0.006,1,1,88
Danbury Municipal Airport,,34,,1133,,Y,West Stream,9/15/02,0.64,4,9/4/02,5.7,11,1.3,7.6,4,8,0.09,1.7,0.7,260,0.02,0.01,0.001,1,1,96
Cytec,unnamed trib to Binney Park Pond,135,,1533,2899,N,1,8/29/02,1.75,12,8/24/02,5,5,5,4.54,5,12,0.18,1.1,0.8,>600,0.26,0.84,0.58,0.1,0.07,56
Jelliff Corp,Brook to LIS,51,,849,3496,N,SWD-01,11/5/02,0.91,10,10/26/02,6.12,10,2.4,6.76,1,35,0.27,2.4,1,0,0.093,0.101,0.072,1,1,114.2
J.J.Mottes Concrete,Dennis Pond,134,,1187,,N,1,9/26/02,0.53,8,9/23/02,5.6,3,5.8,7.4,134,92,0.3,1,0.2,10,0.02,0.01,0.002,1,1,88
CMS Graphite,,25,,187,,Y,,9/27/02,1,2,,5.2,,1,7,4,1,0.01,0.05,0.1,30,0.01,0.03,0.03,1,1,2
Northeastern Shaped Wire,storm sewer,131,,1020,3315,N,1,8/29/02,0.46,12,8/25/02,5.5,4,4,6.01,26,2,0.02,1.43,0.1,"1,900",0.111,0.127,0.023,1,0.65,8
Northeastern Shaped Wire,storm sewer,131,,1020,3315,N,2,8/29/02,0.46,12,8/25/02,5.5,4,0.5,5.49,10,31,0.02,0.66,0.1,200,0.038,0.101,0.012,1,1,4
Ideal Forging ,Quinnipiac River,131,,987,3462,N,"R004,river",9/26/02,1,24,9/23/02,5.65,3,1.1,6.4,29,10,0.09,1.96,0.2,"2,500",0.01,0.09,0.02,1,1,7.3
Ideal Forging ,Quinnipiac River,131,,987,3462,N,R001 factory square,9/26/02,1,24,9/23/02,5.65,3,1.4,6.07,38,47,0.07,1.12,0.2,100,0.16,0.57,0.06,1,1,5.5
Ideal Forging ,Quinnipiac River,131,,987,3462,N,"R002, high st",9/26/02,1,24,9/23/02,5.65,3,2.3,6.3,66,50,0.33,1.68,0.4,"1,500",0.01,0.33,0.02,1,0.44,18.6
Ideal Forging ,Quinnipiac River,131,,987,3462,N,R003 forge #2,9/26/02,1,24,9/23/02,5.65,3,2.3,6.49,47,25,0.12,1.12,0.3,"2,800",0.01,0.13,0.02,0.06,0.06,11
Alinabal,Indian river,84,,627,3469,N,DSN 001,7/23/02,0.2,2,,3.85,,1,4.23,30,9,0.12,4.2,3.3,"6,200",0.05,0.2,0.05,1,1,1
Alinabal,Indian river,84,,627,3469,N,DSN 002,7/23/02,0.2,2,,3.85,,1,3.9,13,1,0.84,0.1,1.3,690,0.05,0.1,0.05,1,1,1
Fuchs Lubricants NE Div.,,44,,1054,,N,1,9/26/02,1.73,39.5,9/23/02,4.05,3,1.7,6.6,74,26,0.17,3,1.1,600,0.018,0.101,0.008,1,1,28
Fuchs Lubricants NE Div.,,44,,1054,,N,2,9/26/02,1.73,39.5,9/23/02,4.05,3,2.2,7.9,90,220,0.52,3.3,1.7,">10,000",0.045,0.153,0.034,1,1,128
Kohler Mix Specialties of CT,Piper Brook,94,,1248,2023,N,2,9/15/02,0.73,4.5,9/5/02,6.8,10,8.6,7.22,5,35,0.51,21,3.5,tntc,0.63,8.4,0.083,0.06,0.06,53
Kohler Mix Specialties of CT,Piper Brook,94,,1248,2023,N,4,9/15/02,0.73,4.5,9/5/02,6.8,10,5,6.85,5,9,0.1,3.2,0.6,100,0.075,0.75,0.065,0.39,0.33,7
Kohler Mix Specialties of CT,Piper Brook,94,,1248,2023,N,5,9/15/02,0.73,4.5,9/5/02,6.8,10,5,6.84,5,37,0.1,3.2,0.5,"15,000",0.04,0.22,0.013,1,1,11
ExxonMobil Chemical Co-Films Div,Johnson Creek,138,,392,3081,N,CB#1,9/16/02,1.6,3,9/6/02,6,10,15,7.33,73,50,0.1,1.4,0.8,>600,0.07,0.22,0.05,1,1,16
ExxonMobil Chemical Co-Films Div,Johnson Creek,138,,392,3081,N,CB#2,9/16/02,1.6,3,9/6/02,6,10,5,6.79,27,170,0.1,1,0.5,>600,0.053,0.76,0.06,1,1,8
OFS Fitel(Specialty Photonics Division),Nod Brook,4,,1520,3329,N,2 @ NW corner,9/26/02,0.53,12,9/22/02,5.4,4,5,5.2,47,14,6.1,1,0.1,40,0.01,0.07,0.009,1,1,20
"Dominion Nuclear CT, Inc.",Niantic Bay,152,,1430,4911,N,Millstone DSN 032,9/26/02,0.53,27,9/23/02,4.6,3,6.2,5.5,241,422,0.78,3.52,1,40,0.104,0.517,0.04,1,1,106
Specialty Minerals,Blackberry River,100,,550,1422,N,Outfall #1,10/16/02,0.88,13,10/12/02,6.55,4,1,7.85,10,15,0.01,1,0.2,500,0.01,0.031,0.005,1,1,>300
Specialty Minerals,Blackberry River,100,,550,1422,N,Outfall #2,10/16/02,0.88,13,10/12/02,6.55,4,2,7.78,13,220,0.01,1,2,"1,600",0.01,0.09,0.005,1,1,264
Specialty Minerals,Blackberry River,100,,550,1422,N,Outfall #3,10/16/02,0.88,13,10/12/02,6.55,4,1,7.44,10,4,0.01,1,0.1,100,0.01,0.016,0.005,1,1,>300
Specialty Minerals,Blackberry River,100,,550,1422,N,Outfall #4,10/16/02,0.88,13,10/12/02,6.55,4,1,7.56,30,8,0.01,2.9,1.9,100,0.01,0.006,0.005,1,1,300
Specialty Minerals,Blackberry River,100,,550,1422,N,Outfall #5,10/16/02,0.88,13,10/12/02,6.55,4,1,7.87,10,4,0.01,5.8,18,200,0.01,0.012,0.005,1,1,236
Phoenix Soil LLC,Naugatuck,151,,1315,2875,N,pkng lot,9/15/02,1.51,24,9/3/02,6,12,1,6.2,12,1,0.1,0.43,0.1,"1,300",0.01,0.05,0.03,1,1,2
Phoenix Soil LLC,Naugatuck,151,,1315,2875,N,roof drain riser,9/15/02,1.51,24,9/3/02,6,12,1,5.9,14,14,0.09,0.54,0.2,>2000,0.03,0.32,0.03,1,0.58,5
Delta Rubber,Quinebaug River,69,,692,3069,N,4,9/26/02,2.05,44,9/22/02,5.39,4,1.4,7.51,10,5,0.02,0.65,0.1,10,0.001,0.064,0.001,1,0.78,22
Delta Rubber,Quinebaug River,69,,692,3069,N,5,9/26/02,2.05,44,9/22/02,5.64,4,1.4,6.95,10,5,0.02,0.31,0.1,10,0.001,0.024,0.001,1,0.89,2
Boehringer Ingelheim,,118,,691,2834,N,north pond,9/26/02,1.4,25.8,,5.53,,1,7,10,10,0.2,1,0.1,400,0.01,0.033,0.005,1,1,32
Boehringer Ingelheim,,118,,691,2834,N,south pond,9/26/02,1.4,25.8,,5.53,,1,7.51,10,10,0.2,1,0.5,200,0.01,0.014,0.005,1,1,132
Boehringer Ingelheim,,118,,691,2834,N,Miry Brook stormwater,9/26/02,1.4,25.8,,5.53,,1,7.57,10,11,0.2,1,0.4,"4,300",0.01,0.13,0.005,1,1,240
United Aluminum Corp,Muddy River,101,,389,3353,N,E swale,10/16/02,0.49,10,10/13/02,5.1,3,5,6.11,20,1,0.01,1.9,0.3,100,0.01,0.06,0.05,0.78,0.76,3.7
Pier 76 Inc,Patchaug River,154,,496,,N,Launch Ramp,9/27/02,2.5,8,9/22/02,5.1,5,1.2,6.4,16,5,0.39,0.5,0.2,540,0.19,0.1,0.008,1,1,5
"Mahle, Inc",Pumpkin Ground Brook,144,,1163,3471,N,1,8/20/02,0.23,2.5,8/2/02,4.5,18,5,4.71,5,1,0.14,1,0.5,>600,0.04,0.15,0.016,0.57,0.5,52
Rexam Dispensing,Naugatuck River,140,,1516,3089,N,S1,10/16/02,0.75,8,10/12/02,5.8,4,5,5.8,34,32,0.03,0.51,0.1,9,0.01,0.12,0.05,0.71,0.68,2
Rexam Dispensing,Naugatuck River,140,,1516,3089,N,S2,10/16/02,0.75,8,10/12/02,6.3,4,5,6.3,100,120,0.28,2.8,0.1,91,0.22,0.14,0.05,0.39,0.34,8
Rexam Dispensing,Naugatuck River,140,,1516,3089,N,S3,10/16/02,0.75,8,10/12/02,5.5,4,5,5.5,20,15,0.01,0.15,0.1,9,0.01,0.05,0.05,1,0.76,2
Merrow Machine Co,,94,,831,3636,N,2,10/13/02,1.5,72,10/4/02,7.1,9,1.7,7.8,20,1,0.08,1.2,0.6,200,0.006,0.279,0.022,1,1,64
REM Chemicals,Quinnipiac River,131,,455,2842,Y,CB front lawn,11/4/02,0.21,2,10/27/02,5.2,8,1.2,5.92,88,7,0.78,2.33,1.6,6,0.005,0.107,0.004,1,1,20.1
NRG Middletown Operations,CT River,83,,1428,4911,N,DSN 006-1,9/26/02,1.8,42,9/23/02,6.6,3,1.4,7.6,13,12,0.14,0.81,0.4,30,0.074,0.05,0.001,0.54,0.24,20
